epoch,step,train_loss,val_loss
0,9,232.81629943847656,
0,19,235.33441162109375,
0,29,231.98622131347656,
0,39,221.85794067382812,
0,49,200.1230926513672,
0,59,164.76202392578125,
0,65,,146.8446044921875
1,69,142.9142303466797,
1,79,150.541748046875,
1,89,142.82028198242188,
1,99,143.50567626953125,
1,109,141.5503387451172,
1,119,141.63558959960938,
1,129,142.07534790039062,
1,131,,140.702392578125
2,139,142.72406005859375,
2,149,138.79049682617188,
2,159,141.6927490234375,
2,169,140.85653686523438,
2,179,143.96531677246094,
2,189,144.72325134277344,
2,197,,140.4781036376953
3,199,143.36553955078125,
3,209,139.98690795898438,
3,219,138.6521453857422,
3,229,148.1422119140625,
3,239,145.45846557617188,
3,249,141.4232177734375,
3,259,138.16610717773438,
3,263,,140.41868591308594
4,269,138.27308654785156,
4,279,138.9016876220703,
4,289,142.4536590576172,
4,299,140.69131469726562,
4,309,141.67616271972656,
4,319,140.73574829101562,
4,329,142.4419403076172,
4,329,,140.3440704345703
5,339,140.9569549560547,
5,349,140.70965576171875,
5,359,136.0340118408203,
5,369,137.99253845214844,
5,379,139.06361389160156,
5,389,140.15521240234375,
5,395,,140.246826171875
6,399,142.62738037109375,
6,409,141.14881896972656,
6,419,141.0486602783203,
6,429,140.9000244140625,
6,439,144.39822387695312,
6,449,141.54994201660156,
6,459,141.43312072753906,
6,461,,140.20591735839844
7,469,139.3676300048828,
7,479,143.01927185058594,
7,489,142.95159912109375,
7,499,144.21397399902344,
7,509,137.67184448242188,
7,519,140.3195343017578,
7,527,,140.16534423828125
8,529,141.2534637451172,
8,539,146.5666961669922,
8,549,137.3173370361328,
8,559,145.49832153320312,
8,569,139.60658264160156,
8,579,136.3116912841797,
8,589,139.4369659423828,
8,593,,140.21372985839844
9,599,142.64956665039062,
9,609,142.3053741455078,
9,619,140.63543701171875,
9,629,140.8764190673828,
9,639,146.96434020996094,
9,649,143.82965087890625,
9,659,135.6006317138672,
9,659,,140.1498565673828
10,669,143.49595642089844,
10,679,140.55572509765625,
10,689,144.48153686523438,
10,699,141.7393798828125,
10,709,140.34678649902344,
10,719,140.30262756347656,
10,725,,140.09332275390625
11,729,140.06069946289062,
11,739,138.03408813476562,
11,749,135.74331665039062,
11,759,145.12123107910156,
11,769,141.91102600097656,
11,779,134.864501953125,
11,789,141.65965270996094,
11,791,,140.11912536621094
12,799,144.77310180664062,
12,809,135.57492065429688,
12,819,140.32962036132812,
12,829,136.74696350097656,
12,839,141.40711975097656,
12,849,141.11767578125,
12,857,,140.09429931640625
13,859,142.05630493164062,
13,869,138.54652404785156,
13,879,139.1221923828125,
13,889,145.18490600585938,
13,899,139.8895263671875,
13,909,146.1988067626953,
13,919,141.1463623046875,
13,923,,139.98573303222656
14,929,139.6596221923828,
14,939,142.7782440185547,
14,949,135.580810546875,
14,959,139.4943084716797,
14,969,139.02865600585938,
14,979,136.50662231445312,
14,989,137.7846221923828,
14,989,,140.01434326171875
15,999,139.6349334716797,
15,1009,139.39923095703125,
15,1019,138.1359100341797,
15,1029,139.02745056152344,
15,1039,139.93380737304688,
15,1049,137.24256896972656,
15,1055,,139.94342041015625
16,1059,141.7335662841797,
16,1069,143.60865783691406,
16,1079,141.33680725097656,
16,1089,137.4942626953125,
16,1099,141.6973419189453,
16,1109,141.27896118164062,
16,1119,143.1510009765625,
16,1121,,139.84442138671875
17,1129,137.89002990722656,
17,1139,140.8849639892578,
17,1149,137.781982421875,
17,1159,139.7733917236328,
17,1169,141.55947875976562,
17,1179,136.92288208007812,
17,1187,,139.75050354003906
18,1189,141.6465301513672,
18,1199,144.40220642089844,
18,1209,136.8129425048828,
18,1219,138.74452209472656,
18,1229,140.5390625,
18,1239,139.5146942138672,
18,1249,141.29812622070312,
18,1253,,139.6305694580078
19,1259,139.4655303955078,
19,1269,139.44482421875,
19,1279,136.20762634277344,
19,1289,138.49398803710938,
19,1299,135.3817138671875,
19,1309,145.2625274658203,
19,1319,141.27601623535156,
19,1319,,139.40785217285156
20,1329,140.7897491455078,
20,1339,140.75717163085938,
20,1349,138.6880340576172,
20,1359,131.68206787109375,
20,1369,139.60194396972656,
20,1379,143.22503662109375,
20,1385,,138.97364807128906
21,1389,142.45909118652344,
21,1399,138.02206420898438,
21,1409,141.5945281982422,
21,1419,135.8405303955078,
21,1429,142.16696166992188,
21,1439,135.22250366210938,
21,1449,136.46360778808594,
21,1451,,138.32931518554688
22,1459,137.26344299316406,
22,1469,137.12953186035156,
22,1479,140.05224609375,
22,1489,136.65269470214844,
22,1499,137.6255340576172,
22,1509,139.16500854492188,
22,1517,,137.4369659423828
23,1519,137.86160278320312,
23,1529,136.31991577148438,
23,1539,141.4786376953125,
23,1549,136.9014434814453,
23,1559,139.87294006347656,
23,1569,135.88412475585938,
23,1579,139.67434692382812,
23,1583,,136.42169189453125
24,1589,135.91021728515625,
24,1599,137.00027465820312,
24,1609,135.4778289794922,
24,1619,137.33837890625,
24,1629,133.5034637451172,
24,1639,135.90133666992188,
24,1649,133.02684020996094,
24,1649,,135.4620819091797
25,1659,136.35665893554688,
25,1669,132.25233459472656,
25,1679,130.01100158691406,
25,1689,134.8028564453125,
25,1699,133.04959106445312,
25,1709,132.27452087402344,
25,1715,,134.8671417236328
26,1719,130.9766387939453,
26,1729,137.10809326171875,
26,1739,136.869384765625,
26,1749,135.3996124267578,
26,1759,134.86245727539062,
26,1769,131.898681640625,
26,1779,130.75201416015625,
26,1781,,134.49896240234375
27,1789,129.6650848388672,
27,1799,136.54139709472656,
27,1809,134.61085510253906,
27,1819,133.09547424316406,
27,1829,132.1442413330078,
27,1839,135.3035888671875,
27,1847,,134.18223571777344
28,1849,133.2232208251953,
28,1859,133.65652465820312,
28,1869,135.1230010986328,
28,1879,134.33975219726562,
28,1889,128.99082946777344,
28,1899,131.21578979492188,
28,1909,132.57693481445312,
28,1913,,133.7671356201172
29,1919,134.0696258544922,
29,1929,137.9094696044922,
29,1939,130.8016357421875,
29,1949,132.61322021484375,
29,1959,128.8699493408203,
29,1969,134.7858428955078,
29,1979,134.67543029785156,
29,1979,,133.2554473876953
30,1989,129.94970703125,
30,1999,132.08262634277344,
30,2009,130.3333740234375,
30,2019,132.65443420410156,
30,2029,131.74339294433594,
30,2039,135.28286743164062,
30,2045,,132.67376708984375
31,2049,130.425537109375,
31,2059,133.56033325195312,
31,2069,127.85145568847656,
31,2079,133.536376953125,
31,2089,131.4635467529297,
31,2099,133.11431884765625,
